"V1","V2"
291,166
130,74
30,10
28,18
12,8
17,4
17,8
17,8
18,8
18,8
18,10
18,8
18,10
18,8
18,8
18,4
18,10
16,8
10,6
394,199
92,42
702,348
137,58
12,7
10,3
10,6
20,16
13,2
26,17
980,695
94,25
78,21
22,5
10,6
13,11
11,2
924,498
644,313
10,4
10,6
10,6
10,6
10,4
10,6
10,6
10,6
13,9
29,8
231,129
537,252
821,420
820,425
108,58
358,155
14,3
46,39
17,5
17,5
37,26
497,113
297,155
160,83
137,23
59,9
12,2
11,2
11,8
19,10
10,8
61,48
55,20
12,6
12,4
11,6
10,6
75,27
79,51
79,51
71,12
71,51
64,51
63,50
38,31
22,18
12,9
10,2
11,9
13,10
30,20
33,22
33,20
33,20
31,13
15,6
260,178
263,180
278,180
278,167
278,178
338,217
14,7
104,61
213,101
30,14
10,2
72,32
218,114
216,113
10,8
96,46
79,41
64,47
26,13
371,217
112,84
122,89
125,90
159,60
401,220
476,245
505,241
365,188
314,155
306,173
481,212
483,199
481,285
335,196
76,54
11,4
138,23
111,82
99,69
24,6
11,4
13,4
11,6
24,13
29,11
441,232
15,4
19,12
266,133
81,64
12,8
11,4
20,12
32,18
58,18
43,26
21,11
21,10
12,2
22,12
11,2
192,31
384,184
101,38
10,2
10,4
10,6
14,8
14,4
14,4
350,60
387,64
442,69
622,153
883,667
46,28
122,46
12,6
10,6
17,4
17,11
17,13
17,4
12,8
16,4
17,5
12,10
16,3
31,6
677,355
10,8
10,8
10,4
54,33
140,71
369,168
339,155
1401,757
83,47
163,68
683,321
322,135
24,14
12,2
17,7
59,32
287,160
577,242
742,319
329,155
248,110
25,10
27,19
66,26
106,34
94,34
53,15
12,2
150,66
302,138
35,18
27,18
34,10
34,10
34,24
34,8
34,20
34,26
34,26
32,10
32,10
32,26
24,8
10,6
10,6
223,83
28,14
27,14
13,3
15,5
12,4
12,8
17,6
57,25
69,36
71,38
71,33
66,36
41,27
41,27
12,10
10,4
707,324
873,498
916,522
182,111
128,79
32,20
548,255
64,54
14,10
19,15
19,15
19,4
19,4
24,4
24,13
24,11
24,13
27,13
37,15
11,6
15,5
104,80
149,40
215,159
233,56
169,131
167,129
159,38
156,118
11,4
446,263
640,312
26,16
17,11
20,15
18,4
413,203
494,250
1229,664
1225,567
243,124
203,100
35,10
843,451
181,85
198,89
13,6
78,41
138,87
468,202
10,2
220,103
264,117
339,120
728,338
92,48
14,6
13,6
31,16
27,16
36,28
263,101
909,476
794,376
261,127
11,9
14,11
16,13
16,13
16,3
16,3
16,13
202,131
201,70
159,87
27,20
16,6
13,2
13,2
13,2
11,9
11,9
11,2
34,25
43,26
94,65
98,69
76,50
23,19
54,41
11,7
11,4
11,9
30,20
69,36
638,333
654,307
790,403
546,283
300,151
123,68
69,41
37,17
37,17
20,8
12,9
28,11
30,7
41,7
45,15
60,22
51,43
28,15
297,137
118,62
212,90
10,2
27,12
33,14
16,10
80,59
1141,502
1083,484
846,476
1336,718
182,103
54,32
22,10
17,8
11,2
25,16
24,6
16,10
12,4
10,6
10,2
10,8
10,2
10,2
10,2
10,2
11,9
21,8
12,9
914,504
34,20
11,5
17,11
166,80
11,7
11,2
12,10
35,17
64,39
102,64
112,79
102,29
45,29
40,18
37,8
30,8
23,8
23,15
20,8
20,8
20,8
20,8
17,8
16,7
16,7
14,9
14,9
14,5
14,9
17,8
28,9
13,2
41,21
78,52
57,14
90,66
111,29
123,32
164,124
174,41
172,42
66,14
30,6
19,15
963,436
215,95
14,10
14,10
19,10
29,12
25,19
31,16
71,31
61,20
107,60
16,8
18,10
127,74
127,74
11,9
126,79
148,72
146,88
60,45
58,14
58,47
58,9
56,42
49,41
10,4
34,21
12,7
13,7
46,19
26,4
26,4
13,3
43,23
179,115
70,23
32,12
34,6
21,15
26,13
26,13
30,17
32,13
40,20
39,20
28,14
18,15
51,16
16,12
22,18
22,18
22,4
22,4
10,4
176,82
153,77
18,14
17,13
17,6
15,9
376,211
20,6
10,3
12,3
12,2
12,3
12,5
12,4
12,10
12,3
12,9
12,2
12,10
10,3
11,9
12,10
1509,753
1368,727
412,203
179,76
340,179
392,192
15,6
15,6
64,27
76,17
29,8
27,20
10,2
10,8
33,13
15,5
12,4
28,6
57,31
154,86
165,77
196,90
199,107
188,87
45,23
18,12
14,6
30,6
34,8
97,59
80,47
45,22
63,39
59,20
42,26
42,26
42,26
34,12
18,14
18,12
11,8
10,2
29,6
160,76
10,5
14,4
14,10
16,10
54,26
54,26
617,303
488,294
405,186
219,96
142,44
104,56
771,177
35,19
10,2
21,6
11,6
11,6
12,10
13,7
17,13
56,33
40,9
40,31
34,7
13,7
49,28
40,19
1170,219
1231,258
917,676
791,227
590,154
319,246
248,196
221,173
15,12
191,69
149,82
117,53
86,34
28,13
20,17
16,5
16,5
16,11
14,5
14,9
11,9
11,9
266,64
16,10
22,4
55,29
55,29
27,14
18,6
34,9
17,13
17,13
20,14
21,14
25,16
46,15
46,15
66,34
69,35
76,40
79,43
80,36
69,33
57,24
22,8
37,9
37,15
72,30
470,264
602,270
603,333
637,375
684,494
691,192
460,92
240,53
125,45
55,35
55,35
49,29
48,20
16,13
27,6
30,23
31,23
76,61
10,4
18,14
13,2
16,4
101,72
155,61
159,95
210,134
230,74
252,74
543,168
15,8
32,18
84,22
103,26
78,15
34,24
26,8
308,170
579,304
538,242
522,235
521,279
658,350
582,311
656,389
706,438
778,339
696,386
498,261
239,116
148,68
107,34
105,33
93,63
79,52
67,40
66,27
11,9
17,4
17,4
16,3
19,15
52,18
62,27
62,27
62,35
25,12
25,12
14,10
12,5
11,4
11,2
18,14
17,5
17,7
17,13
17,13
17,13
17,4
17,4
73,16
226,90
328,189
225,88
208,119
133,70
258,99
265,105
311,166
216,130
93,40
13,8
49,31
80,35
136,75
149,83
139,68
56,37
17,8
42,22
46,22
39,17
29,16
20,15
85,34
849,472
85,45
21,8
16,9
38,17
106,51
291,130
478,223
561,267
748,383
631,336
296,157
50,28
23,8
24,12
32,17
32,17
33,17
39,16
39,23
39,16
32,17
971,483
53,38
53,15
46,23
18,9
13,2
24,8
41,32
60,48
62,12
114,92
162,31
484,103
554,102
781,632
1149,226
33,28
11,9
11,9
14,10
12,10
319,167
19,9
83,45
26,13
1217,631
102,66
319,174
365,190
451,197
465,194
459,194
510,215
739,350
477,249
12,4
12,4
394,192
62,20
42,29
12,10
18,4
10,6
12,2
18,14
23,11
32,13
112,54
86,41
159,32
202,46
24,15
12,9
12,9
12,9
13,9
18,14
20,8
31,10
14,7
12,2
45,33
592,300
10,4
10,4
16,8
10,2
540,171
465,151
233,67
248,181
274,72
285,207
373,274
473,122
468,346
359,95
351,93
314,237
57,15
39,28
43,33
42,10
36,27
10,6
10,2
37,10
43,31
32,12
116,25
22,11
44,18
51,18
58,43
22,7
13,2
10,2
10,2
10,3
10,2
10,2
10,2
311,151
139,74
616,303
649,329
673,326
772,451
561,315
247,121
222,120
29,16
10,6
10,4
10,6
10,4
10,4
10,4
12,2
12,10
10,4
1109,597
25,7
247,154
491,414
1086,573
1031,312
11,2
76,18
10,6
10,6
10,4
12,10
12,2
1085,530
68,31
42,21
187,104
130,101
99,73
97,52
92,26
18,7
19,11
27,19
27,9
36,24
37,14
37,14
27,19
21,8
16,13
14,11
13,11
12,6
11,2
24,7
24,7
662,345
693,339
546,283
449,236
316,161
262,131
157,75
21,15
46,29
35,19
794,552
812,564
746,228
334,61
10,4
95,15
150,30
14,11
790,395
11,5
11,6
11,6
14,5
14,9
25,8
31,8
31,23
39,8
17,3
13,7
15,6
176,109
402,248
342,145
302,134
133,63
61,34
108,55
13,9
12,6
12,8
10,4
10,6
11,9
11,9
15,4
24,6
13,2
10,8
10,8
12,2
13,5
13,5
11,4
13,7
26,21
32,27
47,22
216,80
10,2
58,27
60,22
12,3
427,191
65,30
235,191
273,66
223,176
15,11
19,13
54,41
58,16
18,6
24,18
24,20
16,13
35,7
35,9
49,20
16,6
73,32
32,17
52,23
52,23
111,65
107,61
68,27
17,6
16,10
381,171
833,445
67,25
1151,648
368,190
39,26
65,37
70,32
84,47
308,186
524,284
316,155
424,216
551,232
614,349
13,11
19,6
66,11
69,52
73,62
76,62
126,104
22,18
41,32
46,34
44,36
25,6
280,118
1152,881
11,9
11,2
11,2
11,2
11,4
18,8
30,19
44,15
56,26
50,25
28,12
24,8
51,22
73,35
213,119
570,305
174,108
79,31
63,23
36,22
22,16
13,2
11,3
26,22
27,5
423,248
10,3
77,49
47,22
84,70
87,14
89,14
86,18
86,68
68,16
44,18
43,25
11,9
360,191
1290,627
672,355
22,5
23,13
12,5
26,13
13,7
13,6
14,6
17,6
31,20
31,20
36,25
36,25
40,29
40,29
63,36
137,53
156,56
160,100
1024,453
1075,461
867,342
636,233
404,279
389,261
361,241
304,97
251,82
236,164
173,146
211,61
169,113
141,48
75,22
14,8
16,11
36,16
11,2
71,33
71,32
69,31
47,18
13,3
34,28
13,11
46,20
70,31
508,257
349,169
14,5
161,50
164,111
166,55
166,55
166,111
159,106
159,53
144,95
60,12
14,4
14,4
24,6
36,6
20,15
15,3
13,3
13,10
311,172
41,26
281,144
200,93
22,14
21,7
10,4
16,13
17,4
20,4
34,26
24,13
22,10
22,10
18,10
115,52
607,309
21,5
51,9
12,4
23,19
11,9
12,10
16,7
11,7
12,7
27,16
34,13
34,13
37,13
37,24
56,40
165,72
175,76
473,222
490,232
535,293
543,303
683,358
717,375
89,59
77,49
14,11
18,9
20,9
20,9
20,11
22,10
27,13
56,26
62,33
122,58
122,59
157,98
509,266
374,186
39,22
20,4
36,11
65,15
640,189
736,240
692,512
33,26
46,28
10,6
10,6
167,74
63,35
18,4
18,4
17,13
12,8
12,4
16,5
10,7
203,92
69,41
16,6
13,4
18,14
23,5
23,16
30,10
30,20
524,354
520,170
319,160
518,208
16,13
37,31
206,80
135,41
56,10
10,6
446,221
10,8
10,2
26,22
41,11
57,12
31,10
25,15
22,18
15,7
23,4
60,13
104,19
66,16
54,40
56,31
141,54
113,40
57,9
24,18
21,17
394,231
798,416
12,4
12,9
16,13
16,13
28,23
30,5
32,27
33,8
137,82
32,14
18,3
10,8
18,15
17,4
16,3
13,9
18,14
17,13
18,14
17,14
10,4
13,2
22,4
23,10
54,27
103,19
514,87
725,614
879,529
1084,880
1129,433
840,330
813,486
266,89
54,40
52,9
44,14
20,14
19,6
10,4
10,4
14,5
73,16
15,7
10,6
21,17
28,22
38,28
21,5
22,10
22,10
16,13
41,25
107,47
22,6
33,9
45,14
327,234
365,256
474,147
490,158
603,344
606,258
603,267
592,324
25,5
62,47
24,12
30,19
48,35
53,24
10,5
31,24
48,10
13,2
13,11
10,8
13,11
78,22
22,7
165,85
363,188
294,153
608,355
498,263
622,311
393,330
390,215
89,22
12,8
15,8
33,16
55,29
1247,970
1314,989
1421,373
1437,1060
1447,388
1240,438
1211,919
1200,913
1231,949
1057,168
1175,633
547,246
68,51
47,35
43,31
34,24
19,8
15,3
11,2
11,9
29,8
34,26
24,18
56,19
650,233
784,411
184,37
55,21
24,14
24,17
22,15
84,66
77,17
52,12
32,26
31,26
789,406
12,9
33,10
156,75
162,85
131,73
27,13
17,9
58,31
10,2
657,353
712,386
24,9
12,10
12,3
10,6
107,69
18,9
64,34
82,41
75,22
11,2
715,363
17,7
568,306
22,12
35,24
13,11
135,110
118,39
87,26
77,21
1093,496
150,73
405,102
19,13
1311,646
181,78
45,14
15,7
19,12
13,11
12,3
20,5
1505,1051
1620,616
325,237
11,5
33,11
36,6
11,6
170,87
24,12
40,21
40,21
52,22
34,27
23,19
12,9
12,9
472,183
508,332
37,23
13,9
13,4
13,9
56,26
25,11
187,94
42,15
12,2
52,15
75,48
209,123
217,127
273,166
282,166
381,153
37,15
10,3
79,36
160,72
213,85
289,177
255,164
180,73
44,29
36,10
15,11
54,28
50,25
20,16
23,4
23,19
23,19
24,20
12,2
12,2
77,31
49,33
19,12
49,33
68,33
166,33
468,118
22,15
10,8
10,2
10,2
13,9
86,24
88,64
89,57
83,17
76,15
75,60
69,43
64,15
90,34
12,10
41,11
186,120
286,74
281,210
12,10
11,2
18,14
18,4
18,4
18,14
18,14
11,8
11,3
11,3
418,188
41,8
79,12
63,37
14,7
33,14
88,60
174,29
74,17
51,15
12,7
13,6
14,11
17,12
38,12
40,27
40,34
39,29
40,13
40,23
39,10
37,10
35,25
25,6
11,9
561,285
207,121
177,140
258,203
292,58
314,255
318,54
318,56
336,79
168,140
36,8
21,9
22,12
19,8
19,8
24,15
32,22
68,19
70,51
74,54
78,21
149,85
372,179
379,186
380,193
373,184
203,132
13,7
13,2
13,2
30,17
138,106
159,26
357,100
423,342
439,111
546,393
1079,435
1163,220
1162,225
1165,763
943,552
620,463
576,139
544,381
251,122
151,34
120,24
77,64
27,22
27,7
12,2
13,4
145,72
723,351
219,160
280,62
70,56
63,53
51,41
50,10
38,6
25,5
10,6
12,8
13,10
48,8
25,18
17,6
21,6
20,14
12,6
15,9
12,8
13,10
43,8
24,4
10,8
86,45
89,20
77,28
19,3
34,19
222,92
2208,1197
695,354
126,75
111,48
14,8
13,7
13,11
193,122
96,41
90,50
58,26
13,4
13,2
13,6
34,28
59,10
72,23
91,45
145,24
225,185
55,31
26,13
12,8
19,15
12,2
297,103
125,56
43,19
18,15
64,28
11,5
13,5
153,95
1212,531
1429,1180
1023,688
716,223
742,547
766,328
1172,852
1295,391
907,610
652,222
13,2
11,9
11,9
149,69
283,116
321,146
321,145
325,63
307,171
295,123
172,110
158,101
82,26
23,7
19,4
12,7
14,10
125,76
13,3
10,2
26,20
21,16
18,5
18,13
46,22
29,10
20,15
11,9
77,59
86,67
78,14
280,199
465,105
526,127
34,12
23,12
20,8
38,26
320,63
629,110
473,311
18,11
52,28
61,10
90,49
97,52
165,35
194,160
245,152
319,123
327,200
362,121
407,127
237,66
132,98
982,499
1229,598
585,209
565,214
482,255
14,8
12,10
12,10
21,12
21,10
162,71
378,185
814,389
309,166
168,82
86,45
41,22
47,23
58,30
63,34
518,342
102,49
100,47
16,10
14,8
20,4
21,17
21,17
19,15
19,15
68,33
20,7
12,10
17,7
20,12
26,18
13,11
168,73
37,10
19,13
17,9
11,8
11,3
10,2
10,8
78,41
12,10
11,6
13,7
14,7
15,7
16,8
60,20
77,31
168,41
342,87
381,301
406,343
406,76
10,6
10,6
50,22
89,57
64,19
38,9
11,5
22,9
27,13
19,7
12,2
16,12
12,6
10,2
20,12
16,4
11,2
20,12
21,13
21,8
21,8
34,20
34,14
16,8
17,9
573,310
33,5
10,6
10,4
11,5
10,4
20,3
19,9
19,9
32,16
253,144
11,9
23,4
129,63
12,4
14,8
20,6
20,14
20,6
70,52
536,291
13,11
96,44
180,88
297,149
11,5
329,170
10,2
10,8
10,2
10,8
10,8
789,395
11,8
38,23
401,206
18,8
19,8
25,12
32,18
35,16
38,21
126,61
168,98
224,97
321,131
371,179
463,265
112,59
14,9
25,13
33,16
240,112
115,55
13,5
11,5
111,61
538,313
21,14
28,16
25,9
15,7
11,2
13,2
36,16
74,17
88,61
120,89
125,93
126,33
128,33
144,107
130,98
207,163
222,178
267,74
84,39
80,38
74,35
54,23
49,22
33,15
33,15
33,18
30,15
20,12
16,6
16,9
664,463
274,105
266,103
38,17
64,39
11,7
116,84
128,41
24,11
12,4
88,39
22,5
25,16
25,17
357,186
263,129
24,8
27,8
36,29
46,17
19,15
10,2
83,61
74,55
69,51
32,20
32,20
118,70
114,18
49,22
13,11
391,174
190,109
193,82
509,237
412,196
527,307
584,302
446,186
461,248
622,308
736,316
845,392
71,35
22,11
657,328
58,29
38,20
13,8
12,4
11,8
48,34
30,12
33,8
39,6
13,2
17,7
22,15
23,15
20,14
14,10
18,12
245,118
23,15
20,8
25,14
25,4
29,16
26,22
308,253
49,19
42,32
17,3
872,435
25,17
25,4
25,21
25,4
25,4
11,3
28,21
168,74
297,156
60,27
44,14
49,15
60,44
69,53
69,16
91,58
188,119
240,162
432,165
432,267
444,271
558,312
654,107
1129,559
1314,1109
658,323
621,293
62,29
251,117
309,137
452,211
38,15
55,26
68,33
599,310
181,83
183,100
961,475
18,11
34,11
10,2
54,37
98,34
660,312
679,317
819,401
858,395
495,256
1170,487
32,16
518,312
17,9
14,9
11,3
56,27
610,171
631,451
791,625
838,660
841,179
1319,365
1262,322
1249,200
665,558
51,32
49,19
49,19
50,21
609,137
718,158
544,122
349,136
1046,708
361,227
276,160
66,27
12,9
217,105
22,7
40,13
40,18
81,40
56,31
49,24
49,25
25,13
19,16
10,3
15,12
13,2
13,10
13,11
13,2
13,10
13,11
13,2
11,9
441,213
18,12
18,12
21,12
21,9
963,482
13,2
99,60
17,3
10,4
13,3
13,2
38,6
35,29
32,7
22,10
25,17
20,15
24,20
36,23
36,23
453,262
32,17
1425,695
242,123
11,2
11,9
28,17
161,32
81,35
11,9
68,47
152,79
482,242
848,375
47,28
26,14
25,14
19,10
10,8
10,2
10,2
10,8
12,2
12,3
463,235
930,473
995,449
1294,667
908,499
672,315
431,276
16,12
13,3
13,8
13,5
16,10
17,11
17,6
17,6
17,11
13,2
11,2
31,6
15,7
150,56
170,80
93,73
39,12
12,2
15,12
10,8
124,45
53,22
19,10
132,60
11,5
25,7
39,24
70,28
70,28
68,42
56,33
44,15
116,61
40,6
10,8
35,12
24,17
24,7
20,13
17,11
13,4
12,8
22,12
183,100
12,8
12,8
16,8
34,8
10,2
14,4
269,137
16,8
14,8
11,4
11,4
11,7
12,4
12,4
12,4
17,4
13,2
13,11
13,11
13,2
11,2
10,3
10,6
18,6
32,23
29,24
30,24
33,7
39,29
60,20
70,21
85,26
86,27
125,96
127,32
131,95
146,100
235,80
341,237
729,341
635,304
596,314
121,76
66,40
37,21
13,9
12,3
15,12
135,50
28,7
11,8
136,68
137,69
132,67
60,32
50,25
38,20
27,13
12,8
13,4
10,3
40,12
74,12
74,12
12,2
20,4
37,10
27,8
173,147
64,44
63,20
31,5
92,38
128,59
132,73
68,30
23,13
19,13
73,62
140,118
162,127
202,158
257,98
270,106
287,172
287,172
285,115
229,120
183,86
137,50
35,17
35,17
33,17
14,4
10,2
10,2
30,21
189,79
30,11
793,419
801,405
475,241
14,6
112,52
43,19
939,491
150,83
182,108
245,140
18,10
228,50
10,3
31,23
26,9
10,8
10,8
35,22
30,6
26,6
10,4
10,4
15,8
46,19
28,15
446,212
396,161
715,455
651,237
97,81
90,58
20,9
376,167
527,266
44,26
94,42
986,457
851,344
559,309
1150,957
1190,996
1180,996
1157,973
1123,939
1099,915
1085,184
1071,870
945,537
34,16
31,12
31,19
11,6
11,2
10,4
11,9
12,10
14,4
15,4
21,17
10,8
20,15
21,4
16,6
10,6
35,27
27,21
31,6
35,25
16,4
135,74
618,371
799,461
975,526
505,234
11,7
11,5
30,22
30,8
30,8
11,2
11,3
14,8
16,8
19,10
11,7
87,27
257,125
87,40
10,8
11,3
532,257
38,22
14,8
10,5
31,8
21,8
13,4
195,85
197,112
106,56
47,23
34,13
17,14
502,280
795,373
11,7
18,14
24,4
24,20
24,4
22,4
19,15
20,10
10,7
31,18
34,8
104,33
157,47
179,41
68,21
36,18
20,10
58,31
12,9
16,10
17,11
15,9
392,217
406,228
11,2
37,20
217,48
238,142
262,73
155,35
48,8
42,12
13,2
13,10
10,8
12,10
18,14
30,18
10,6
10,4
10,4
10,6
10,6
10,4
31,12
464,90
64,11
19,13
14,3
13,7
19,6
30,14
31,15
27,12
17,7
576,307
522,277
211,84
10,3
12,8
19,7
25,9
46,25
411,271
335,89
30,20
19,5
14,10
12,6
1783,605
1849,1227
18,10
18,10
12,3
12,9
12,9
12,9
14,6
12,6
12,9
17,12
12,9
79,45
114,49
22,14
15,12
49,32
12,8
760,360
32,21
10,7
18,15
20,7
50,22
51,25
51,25
50,27
48,21
48,23
34,19
11,7
15,4
18,14
18,4
18,14
18,4
30,14
25,12
99,68
99,31
186,89
215,88
190,79
98,49
53,35
47,32
42,15
19,13
21,14
52,23
90,49
147,93
113,37
61,49
35,8
20,3
22,18
12,10
12,4
639,426
644,109
52,33
18,6
183,73
93,47
23,19
85,37
51,33
44,28
12,4
12,9
13,10
11,3
12,6
12,5
12,4
12,6
82,39
10,2
10,2
10,8
10,2
10,2
16,13
100,79
146,113
554,123
854,173
594,153
318,117
28,12
2345,1589
571,128
16,13
18,8
13,7
13,7
15,7
13,5
39,20
42,22
58,31
77,39
79,41
17,11
413,118
401,115
97,30
46,32
39,28
25,14
17,5
13,5
13,9
35,15
26,10
89,52
296,139
305,162
30,5
72,25
20,4
16,12
10,8
10,4
18,6
12,7
17,6
17,11
18,6
19,6
140,57
12,3
10,7
25,19
13,3
15,12
146,71
10,4
12,6
18,14
20,14
20,14
20,6
20,14
29,10
15,3
19,16
19,3
20,9
12,8
16,12
20,5
35,14
36,14
40,18
59,36
74,58
73,27
61,46
61,23
60,14
57,13
40,17
40,17
26,17
10,7
30,14
35,17
37,19
60,30
54,24
31,14
29,15
25,12
13,9
18,13
16,3
64,45
64,19
38,6
11,2
11,9
11,9
14,10
19,6
29,8
43,28
50,19
66,39
64,27
71,42
84,32
86,34
56,20
11,6
20,4
43,26
55,30
55,30
48,21
28,22
643,322
617,270
10,3
365,160
341,160
16,4
44,31
23,4
23,4
23,4
17,13
12,10
10,2
18,14
18,8
18,4
19,13
19,3
17,5
10,8
12,4
14,6
16,8
16,8
16,8
18,8
18,4
18,4
18,14
13,2
36,30
55,25
73,37
71,33
71,33
71,38
62,32
53,14
10,6
30,8
30,22
38,25
128,92
401,209
460,241
486,236
299,181
161,118
82,17
75,15
65,14
10,6
16,11
30,14
88,41
161,74
242,93
111,32
12,2
12,2
13,2
25,21
25,10
33,18
150,65
20,11
202,99
10,8
137,74
140,77
140,63
46,28
18,8
10,3
10,4
66,21
41,21
29,7
52,13
319,158
23,14
24,12
85,24
40,10
299,140
14,6
15,9
35,19
35,16
33,17
202,52
246,189
501,228
463,266
11,6
11,6
11,5
11,6
13,2
282,192
24,14
24,14
24,20
24,14
16,10
16,6
18,6
10,2
137,73
189,89
11,5
13,3
50,14
18,10
10,6
38,11
118,52
602,453
568,408
1250,596
29,18
20,3
20,8
13,6
13,11
113,53
13,9
15,9
15,9
15,9
16,7
14,5
414,316
482,363
411,84
11,7
11,7
11,7
19,14
254,152
89,57
10,3
30,18
100,57
270,157
587,329
528,229
441,200
410,226
441,196
456,208
475,232
468,238
461,224
438,231
69,15
202,100
519,271
57,35
58,36
57,35
12,6
12,6
12,6
26,18
31,13
41,29
516,299
813,469
990,229
1574,851
1732,947
1724,1441
1398,470
1025,349
99,76
80,15
391,110
54,16
38,14
173,82
19,8
16,11
21,8
21,13
701,382
750,331
935,459
928,412
100,60
10,7
291,53
12,4
13,5
14,8
14,6
14,5
15,10
14,4
14,4
13,9
606,185
739,222
759,246
754,248
675,253
651,452
634,441
570,175
505,171
502,350
381,238
196,116
131,42
86,70
76,52
67,25
45,24
33,18
28,18
25,15
18,7
18,11
16,6
11,6
24,16
91,42
106,50
141,59
169,103
177,111
181,114
284,89
312,85
390,74
400,325
394,322
80,39
11,6
54,21
57,26
57,31
159,91
125,79
92,57
85,51
11,9
12,2
100,50
10,2
10,8
10,8
127,25
18,11
14,7
22,5
23,13
23,18
24,5
29,5
33,7
44,26
68,42
62,28
50,27
46,20
46,20
39,21
25,14
160,96
805,449
36,30
106,52
19,14
19,14
21,16
29,24
28,23
28,5
19,9
15,7
10,8
183,155
187,30
247,188
12,2
12,2
10,2
10,8
10,8
10,2
18,13
310,153
169,92
139,80
339,67
261,205
239,46
214,36
11,7
40,10
35,12
25,19
10,4
10,4
10,6
10,6
47,26
55,10
53,8
34,22
25,4
12,4
10,4
12,8
16,10
21,4
17,12
12,3
38,12
46,33
57,39
63,45
63,18
65,43
68,25
64,25
62,24
60,23
60,37
63,41
63,41
46,18
30,19
27,16
13,7
10,4
28,20
37,23
38,22
28,16
10,8
10,2
10,2
13,11
24,5
39,6
50,16
56,20
59,39
57,19
59,19
58,39
60,41
119,21
10,6
32,5
28,23
28,5
40,29
41,30
42,11
44,11
43,32
40,29
39,10
38,29
38,29
26,6
13,11
10,5
20,8
238,152
185,71
182,114
16,5
40,27
40,27
30,19
28,18
24,18
22,6
13,10
12,10
11,2
16,12
84,63
102,25
104,73
99,80
99,61
86,38
78,59
73,55
73,44
31,6
12,2
155,95
198,130
373,261
371,112
358,108
337,98
141,101
47,14
40,12
14,7
14,7
17,7
19,10
20,10
11,2
10,5
13,11
18,9
52,25
56,28
56,28
57,45
24,15
24,9
10,2
148,70
154,128
110,51
101,38
99,70
101,29
116,70
96,46
96,50
12,2
11,9
14,10
14,4
10,6
14,8
16,8
51,40
94,75
150,27
10,6
34,16
10,3
11,2
12,2
12,10
352,182
11,9
11,3
11,9
12,6
146,47
15,10
11,2
204,110
423,215
379,203
632,282
212,118
90,53
36,30
34,16
12,7
10,8
76,35
85,35
96,43
72,29
21,9
56,46
52,42
42,12
28,8
220,181
265,168
379,73
411,171
26,18
35,23
132,40
187,135
240,184
244,105
153,70
110,55
89,44
30,7
26,19
21,6
16,6
15,6
14,8
14,6
94,31
129,69
131,60
141,64
146,66
119,39
113,77
52,13
49,39
48,10
48,38
196,94
201,103
199,99
186,95
174,83
24,12
104,60
64,25
36,23
21,14
12,10
13,4
16,4
12,8
12,4
12,5
67,42
77,59
79,12
79,67
79,12
199,30
316,66
343,266
342,246
338,76
67,32
171,74
15,12
18,12
73,53
72,54
75,57
70,52
56,47
16,12
686,512
914,657
915,258
1056,531
1233,665
1391,714
1917,934
1669,883
841,222
809,223
472,205
260,152
136,105
571,481
483,76
446,69
11,4
16,8
16,8
23,9
39,14
94,45
180,94
219,106
354,153
359,150
365,214
398,168
199,89
202,95
193,80
178,77
189,98
199,104
241,125
245,118
149,77
142,73
15,7
27,8
106,50
195,98
11,6
11,6
11,8
14,6
14,8
14,6
14,6
14,6
11,3
22,7
186,140
193,30
175,133
143,107
61,45
50,41
20,6
10,2
10,2
13,10
13,2
11,8
11,8
11,8
11,7
10,5
10,2
12,2
12,10
119,77
12,10
29,20
13,11
12,8
12,4
12,4
12,8
12,10
13,5
13,8
14,8
61,23
15,4
16,4
109,62
12,2
12,10
12,10
12,4
12,8
12,2
12,2
12,8
12,2
12,2
12,2
11,4
35,27
129,48
139,88
120,41
80,52
73,57
47,33
46,11
31,9
16,3
11,5
19,16
134,98
171,132
372,217
69,47
40,7
18,13
595,305
73,35
68,32
553,255
23,10
42,23
25,15
21,14
12,8
12,8
12,8
12,8
12,4
85,42
67,37
38,21
11,7
24,15
24,9
490,228
17,11
10,2
11,9
14,8
15,6
13,2
15,4
15,4
16,10
20,10
19,10
19,9
19,10
19,11
19,15
22,18
13,9
100,68
222,131
278,91
387,89
10,4
10,4
226,134
631,340
615,228
615,228
415,149
382,128
305,81
765,233
173,84
32,7
21,14
23,10
11,3
13,4
27,10
27,10
16,4
16,12
10,8
12,10
24,20
10,2
10,2
10,4
20,4
12,10
11,4
19,12
20,13
36,11
39,14
41,16
50,26
196,99
109,58
108,57
67,27
55,31
42,16
13,7
13,9
10,8
12,10
14,6
18,6
23,18
26,19
32,10
16,10
18,7
11,2
181,118
166,108
20,11
13,11
15,3
16,4
10,8
10,2
12,4
15,4
25,10
25,10
23,10
10,4
15,7
26,19
55,18
799,133
22,15
10,2
10,2
206,127
21,17
10,8
16,12
16,4
16,4
23,4
28,22
768,338
783,349
10,8
100,52
11,9
20,16
20,4
22,16
22,6
26,6
27,7
38,13
67,33
67,18
11,6
